month,temp,wind,rh,dmc,dc,ffmc
aug,23,7.2,90,60,134,70
mar,32,9.1,94,73,394,86
jan,35,2.1,15,34,114,84
jan,16,3.3,88,39,188,83
dec,13,7.3,67,76,298,85
oct,35,7.9,73,74,126,76
jan,7,9.2,89,76,146,90
oct,34,3.2,77,55,333,73
jan,16,1.4,50,32,283,76
aug,8,6.4,19,21,383,81
mar,5,5.6,57,78,221,74
sep,33,5.7,50,21,97,77
jun,31,3.2,60,71,245,79
sep,32,9.1,52,29,324,82
aug,37,6.0,52,59,294,70
mar,10,7.2,14,33,277,75
may,9,4.6,79,73,107,87
aug,20,7.7,71,64,283,75
nov,24,9.5,75,72,365,78
aug,28,6.8,56,77,349,76
apr,30,9.3,46,55,353,83
may,16,1.2,81,69,328,90
jan,25,5.9,69,22,274,79
oct,29,8.0,46,45,178,75
oct,12,8.1,45,24,332,75
jul,15,1.9,20,37,258,70
jan,37,6.1,42,75,153,79
jul,24,6.0,57,20,206,81
aug,12,6.7,18,62,80,83
jun,14,1.2,53,56,132,90
mar,19,2.4,50,76,395,78
mar,31,7.1,95,21,93,70
jul,36,1.1,90,43,87,73
jan,35,6.3,39,40,291,82
sep,28,4.4,58,57,100,85
may,10,8.3,63,49,247,86
may,22,3.7,53,50,265,71
mar,37,2.0,35,63,206,88
mar,33,2.2,33,77,374,78
oct,23,1.8,10,71,338,86
oct,27,8.0,55,29,384,70
dec,28,8.7,87,76,334,77
nov,16,3.9,87,63,122,87
dec,7,7.4,16,74,317,72
sep,34,1.0,37,70,307,74
jan,22,4.6,87,74,157,85
jun,16,9.4,59,36,176,80
may,22,5.4,88,22,158,77
sep,6,3.3,38,45,273,71
jan,26,8.5,28,20,266,78
apr,30,3.7,58,41,198,76
aug,15,8.8,48,55,176,74
mar,24,2.4,55,76,332,77
mar,20,2.7,83,69,176,77
aug,32,2.8,48,58,131,90
jul,19,5.1,16,37,202,70
jan,17,0.9,94,49,283,79
nov,12,7.7,77,22,150,70
jun,37,5.7,87,58,207,84
may,7,1.1,76,55,254,72
oct,19,6.8,79,79,222,86
may,13,4.4,47,49,180,81
sep,23,4.8,23,26,158,73
oct,25,5.4,48,63,225,75
apr,8,8.8,66,41,106,85
sep,34,6.5,84,50,164,78
sep,14,3.8,44,37,395,77
apr,23,3.0,12,60,275,73
jan,34,3.3,51,70,266,82
may,7,4.5,80,32,160,72
oct,9,7.3,92,40,244,84
jan,28,4.1,37,70,148,81
jul,8,2.6,67,36,307,71
oct,30,7.4,59,79,162,75
aug,22,7.2,14,34,111,85
jun,35,3.4,73,35,80,79
dec,32,6.2,65,63,208,75
jun,29,6.8,80,49,397,80
oct,16,2.1,77,46,205,71
apr,7,4.8,54,29,141,80
jun,28,1.7,40,46,234,88
aug,16,1.7,81,23,152,73
apr,9,6.7,91,47,352,82
nov,14,6.6,88,51,339,90
nov,13,6.3,46,30,390,76
feb,24,9.7,85,79,127,75
mar,17,2.6,85,79,110,78
mar,25,5.4,85,66,195,86
dec,19,9.9,52,51,248,80
aug,28,2.5,30,51,103,81
feb,20,1.4,91,77,261,83
feb,8,4.4,84,75,164,77
aug,26,6.6,57,71,227,70
jun,35,7.2,86,37,90,75
jan,14,2.1,59,50,92,80
jul,37,5.9,20,55,195,82
jan,9,0.8,24,31,124,82
oct,19,8.1,51,23,203,90
oct,21,1.9,17,29,319,74
dec,20,3.2,74,68,188,70
aug,9,4.9,23,42,348,74
aug,7,7.8,55,64,252,74
sep,23,5.4,15,50,198,88
oct,12,6.4,82,47,138,88
oct,20,6.1,12,44,360,77
feb,22,10.0,48,35,216,83
nov,14,6.5,52,26,398,75
mar,10,4.5,68,56,156,88
jun,37,5.5,77,79,310,81
jul,19,8.7,88,65,378,74
mar,35,1.7,18,32,101,76
dec,34,2.4,31,32,249,72
jul,24,7.9,30,45,317,82
mar,5,3.9,60,63,256,76
dec,22,8.5,34,46,237,76
jan,12,2.6,78,41,286,72
mar,36,2.8,25,73,107,77
sep,12,7.5,35,59,140,70
aug,27,7.0,79,68,381,90
aug,16,1.0,29,24,219,85
jul,21,1.2,14,23,207,72
dec,23,2.7,81,68,346,86
apr,21,7.4,45,46,122,84
nov,28,9.3,39,40,221,82
apr,18,2.0,71,23,112,71
sep,14,3.2,82,73,390,71
nov,9,7.8,38,33,261,85
sep,32,7.4,49,32,386,83
jun,22,5.7,33,48,253,86
may,29,1.0,44,31,197,80
aug,9,9.9,63,42,281,76
apr,21,4.3,74,44,219,83
aug,14,1.9,13,41,349,72
mar,35,6.9,29,33,117,87
jun,31,2.8,72,76,126,80
jun,19,1.0,93,55,127,84
apr,35,7.8,24,60,149,81
apr,18,9.1,84,44,263,70
apr,7,8.9,38,51,234,84
dec,23,10.0,83,48,138,80
may,23,9.3,82,36,260,71
apr,10,4.3,28,41,327,89
jan,7,8.5,85,69,102,70
apr,35,9.3,33,37,259,84
nov,37,6.3,24,53,358,75
aug,9,8.5,73,25,275,83
jan,13,4.3,84,79,123,75
dec,35,9.6,65,30,313,71
jun,20,9.1,59,72,291,85
aug,8,6.2,82,23,230,87
may,34,5.0,30,64,293,73
apr,20,3.1,76,32,132,75
apr,15,7.2,83,45,153,82
dec,12,0.9,59,71,132,85
apr,21,9.5,35,69,252,77
apr,8,8.2,21,60,171,80
oct,36,3.1,65,24,308,74
oct,5,6.8,14,24,237,78
jun,32,6.6,22,46,243,80
nov,32,7.4,38,22,361,72
aug,9,1.8,39,35,145,76
jun,18,8.9,43,80,290,70
oct,5,0.8,83,29,153,72
may,29,5.4,34,37,219,84
apr,37,8.0,36,75,242,79
aug,33,3.0,13,33,311,76
apr,34,7.9,59,74,208,89
oct,5,1.7,14,34,235,74
jun,5,2.4,64,45,341,71
may,25,4.9,84,23,128,80
oct,11,9.1,15,63,297,72
dec,13,4.1,39,74,84,73
jan,29,4.4,56,58,229,84
aug,15,7.2,95,63,211,76
sep,20,6.3,68,21,274,77
jul,7,0.9,28,20,201,70
feb,9,6.2,65,40,149,75
jun,20,4.9,94,37,179,84
jun,29,9.2,55,24,340,88
jul,11,6.2,23,79,84,90
feb,14,3.5,51,24,178,74
mar,8,1.4,36,25,301,72
apr,36,9.2,23,48,139,86
sep,5,9.5,30,58,142,74
nov,27,2.9,83,37,347,87
dec,22,8.8,23,71,219,86
feb,25,4.8,27,27,310,73
oct,25,4.8,40,39,200,72
oct,6,5.2,68,49,188,74
jan,15,5.4,15,48,317,90
dec,22,8.1,56,41,246,75
apr,10,5.1,70,68,306,89
jan,18,9.9,66,24,388,80
aug,28,1.7,15,62,246,76
jun,31,4.8,14,45,345,76
may,6,9.9,51,59,163,83
oct,9,4.9,61,29,299,87
may,14,6.6,58,76,182,79
jun,15,4.4,61,62,346,79
nov,7,3.0,95,38,327,74
jul,16,3.0,51,65,377,90
apr,34,9.0,48,59,291,83
jun,12,3.5,88,47,182,88
nov,32,2.3,58,36,282,90
feb,12,4.6,72,79,239,79
aug,14,8.8,80,56,234,73
aug,36,3.0,92,66,327,71
sep,30,1.2,10,68,216,72
oct,32,6.5,71,63,383,90
may,8,7.4,81,34,369,75
apr,35,4.1,54,28,350,77
aug,31,8.1,80,21,307,70
nov,35,3.0,92,70,254,89
aug,35,5.7,91,66,115,89
jun,9,7.4,95,80,324,77
sep,36,9.0,73,36,275,73
apr,25,7.7,79,80,164,72
may,31,3.0,71,37,121,90
aug,15,6.1,65,48,144,78
may,20,5.4,54,26,181,81
jul,37,8.8,28,53,130,79
dec,5,3.9,54,56,160,86
jul,34,6.5,51,73,93,78
apr,35,3.1,34,77,228,82
sep,26,1.6,94,53,199,86
mar,16,9.9,38,37,274,83
jan,26,2.7,71,39,165,81
dec,11,1.9,92,36,127,77
mar,25,4.8,54,20,365,84
nov,36,5.7,23,49,317,77
dec,26,6.5,39,77,311,78
jul,19,1.8,65,30,202,90
aug,22,7.7,30,58,242,80
jun,6,2.0,44,56,104,90
jan,23,8.9,84,58,262,85
aug,37,9.9,51,61,157,90
jan,23,4.1,46,47,235,72
jan,24,7.4,48,65,140,84
aug,12,1.5,25,68,88,88
apr,12,5.7,42,20,259,79
jan,19,7.1,48,73,181,85
may,13,8.7,88,76,124,85
feb,35,4.2,18,74,286,86
jan,31,6.5,74,40,115,88
jul,12,1.3,19,73,318,89
jun,18,3.0,68,53,355,70
mar,31,9.8,40,56,300,85
aug,29,3.6,26,28,215,70
oct,19,5.9,50,28,386,74
may,24,6.5,24,47,393,88
mar,27,9.4,35,34,85,75
jan,21,3.5,20,80,103,89
nov,19,7.9,26,30,293,79
sep,33,1.9,22,72,246,72
sep,20,3.5,22,56,123,87
sep,24,9.0,19,42,360,83
jun,6,6.1,41,53,186,84
jun,30,8.5,94,76,85,82
mar,37,0.8,45,60,181,70
jun,21,9.2,55,76,188,72
may,22,5.4,54,61,207,82
oct,9,7.2,95,24,103,81
jul,13,3.1,75,76,238,80
aug,11,6.1,40,45,240,75
dec,31,9.3,79,79,140,79
nov,35,5.0,11,20,394,87
sep,19,6.3,24,33,234,77
oct,25,7.6,79,56,295,83
jan,26,3.4,90,60,333,78
may,22,8.6,41,49,249,89
oct,33,0.9,10,50,176,79
jan,5,4.1,26,64,250,87
jul,8,1.3,48,54,257,79
apr,31,7.2,69,25,114,78
mar,8,3.4,11,23,264,77
jun,5,3.9,33,76,349,88
apr,22,1.0,90,57,303,86
nov,28,7.4,92,57,322,80
feb,10,5.4,57,55,257,79
mar,21,9.6,78,64,117,78
jan,25,7.9,51,56,304,73
oct,31,5.5,58,66,266,76
dec,36,8.8,60,56,259,86
dec,29,1.7,94,24,393,88
jan,10,5.7,44,55,102,85
nov,34,4.4,91,78,325,72
nov,32,9.2,35,54,312,88
jul,25,4.9,27,38,136,78
apr,7,1.0,51,44,335,87
jan,34,6.5,30,77,317,83
apr,36,6.1,84,39,165,73
mar,32,6.1,35,24,199,87
oct,18,7.0,83,38,208,86
apr,7,2.0,83,46,388,71
sep,27,6.2,20,69,215,87
apr,11,3.4,67,31,173,72
jul,34,9.9,93,66,288,75
sep,35,6.7,13,44,386,80
dec,32,0.9,18,79,110,73
dec,31,7.8,77,53,398,90
aug,7,3.0,12,54,184,90
may,9,8.8,32,42,368,79
feb,36,4.2,54,46,104,72
jan,18,1.7,15,44,130,75
dec,15,8.2,19,45,262,78
aug,13,7.7,65,46,209,80
feb,18,1.2,79,73,90,90
sep,24,8.3,89,47,185,75
may,20,4.0,16,72,193,89
aug,30,9.2,17,57,346,83
may,13,4.4,19,68,339,88
sep,31,2.9,13,35,170,85
may,35,5.0,66,32,330,90
mar,6,7.5,28,70,399,74
aug,32,2.8,33,70,392,77
jun,35,4.0,43,52,144,80
oct,35,5.4,37,74,380,87
jun,24,9.3,28,45,396,78
jun,11,2.2,68,42,311,82
apr,14,4.9,20,25,277,81
may,25,2.9,89,77,336,73
mar,19,4.3,25,69,104,77
aug,8,1.6,12,65,208,77
may,33,7.1,49,63,162,80
dec,33,6.6,77,75,278,76
nov,27,1.9,33,48,252,84
sep,34,7.4,72,23,308,88
mar,20,8.6,59,36,162,89
oct,31,1.7,68,43,374,86
mar,12,0.8,15,69,281,87
dec,10,4.5,61,44,377,74
dec,26,3.0,81,44,109,72
may,17,1.2,28,35,381,85
aug,6,6.3,78,33,80,74
nov,23,7.1,45,74,203,87
feb,5,6.7,31,37,319,84
feb,30,6.4,65,53,103,73
oct,19,4.0,66,67,313,79
dec,18,7.1,73,71,131,79
dec,31,1.4,15,50,157,72
apr,13,10.0,43,34,373,74
feb,7,0.8,93,59,222,79
jul,22,2.2,56,57,217,80
may,8,8.4,43,63,286,71
jan,17,9.7,95,54,128,88
apr,17,2.0,14,43,263,80
sep,16,9.2,56,51,104,84
jun,19,6.8,15,35,91,71
jul,15,4.7,79,29,238,72
apr,13,8.9,60,69,100,89
oct,12,4.0,80,37,188,70
jul,31,1.6,17,27,233,80
sep,28,2.5,54,50,245,85
jun,9,6.4,57,37,303,84
jan,31,4.6,51,33,236,87
dec,11,4.5,67,51,329,83
apr,35,2.4,58,63,238,70
jul,10,1.8,19,73,300,74
aug,8,5.3,55,60,98,79
nov,13,1.9,22,20,307,75
aug,16,0.9,95,77,267,79
aug,22,9.2,70,53,95,90
may,21,6.9,86,64,209,70
aug,24,3.8,71,28,227,86
apr,12,5.8,57,60,246,72
jun,15,0.9,30,77,188,83
nov,17,4.4,44,78,176,78
dec,13,5.8,53,55,127,80
nov,29,6.2,14,21,364,83
may,27,6.5,61,23,140,88
oct,13,2.8,40,78,87,85
oct,23,7.5,91,26,135,85
oct,12,4.7,23,36,211,70
mar,14,8.0,90,50,325,74
jun,16,6.1,43,37,280,81
may,15,6.7,43,77,293,81
apr,30,3.5,52,65,250,72
sep,26,6.2,22,76,349,81
aug,7,5.3,70,39,273,70
jan,32,2.1,62,58,391,74
jul,13,5.8,30,58,283,72
jan,36,5.7,27,34,113,79
dec,36,7.7,35,46,111,89
apr,21,0.8,38,53,134,75
aug,10,1.9,66,37,334,78
jun,34,6.1,56,41,188,88
apr,30,3.3,38,76,357,75
jul,24,5.6,40,39,325,89
jun,32,3.2,87,21,255,74
jul,24,6.3,53,28,355,70
oct,28,5.4,42,76,268,83
jul,34,9.7,15,33,316,71
sep,24,2.4,58,30,182,72
apr,22,6.5,56,51,280,77
oct,8,7.7,19,33,213,76
jun,32,4.3,32,57,274,71
dec,24,9.6,85,23,103,78
aug,27,2.5,14,30,201,82
oct,9,4.7,12,34,320,84
apr,20,1.4,48,49,165,81
jul,24,6.8,67,26,120,73
dec,13,3.6,80,57,245,76
dec,15,5.6,52,60,102,76
feb,19,6.8,54,73,256,74
mar,28,4.7,85,58,160,87
apr,34,7.7,63,47,122,76
jan,18,9.6,78,42,103,74
nov,7,4.3,34,74,185,79
mar,34,6.2,87,37,379,86
aug,30,7.9,27,65,86,75
dec,19,1.2,47,40,207,78
sep,19,6.5,42,30,392,86
mar,30,9.5,37,51,350,85
apr,9,4.0,41,34,379,70
aug,10,8.6,56,61,311,70
dec,7,2.3,66,75,245,90
feb,34,2.6,17,62,160,70
jun,18,2.4,36,21,200,71
dec,17,8.5,79,22,278,87
jun,7,5.5,32,60,161,90
jul,34,8.5,92,75,246,75
apr,35,6.1,40,27,274,79
dec,15,3.7,85,30,380,83
jun,37,1.6,68,79,336,70
may,33,9.6,80,69,232,90
oct,22,4.4,34,27,398,87
may,33,9.8,41,68,397,80
jan,9,9.9,29,79,400,73
may,20,5.9,24,60,100,70
oct,17,2.4,66,54,218,75
dec,31,3.4,21,51,219,84
sep,30,8.5,90,31,136,77
feb,16,4.3,90,26,324,76
jun,13,4.6,67,22,292,90
oct,25,1.3,77,32,385,70
may,26,6.9,26,63,359,77
may,7,3.8,22,34,393,88
mar,23,7.7,70,69,300,77
oct,35,7.3,92,77,280,82
nov,15,2.5,87,75,189,86
mar,25,2.6,90,66,372,73
dec,16,3.2,40,22,399,74
apr,25,3.8,20,78,103,73
dec,37,6.3,60,45,198,73
dec,37,7.6,88,30,290,85
mar,17,8.9,59,66,318,79
may,22,7.1,67,60,117,70
apr,23,7.4,52,69,196,82
jul,32,3.2,80,22,168,85
aug,23,4.5,88,70,270,71
aug,20,3.4,88,55,172,82
feb,26,7.6,92,30,377,90
feb,37,3.2,31,59,177,79
oct,11,5.0,26,71,330,78
sep,31,8.1,74,72,245,80
jul,31,9.5,15,41,208,89
mar,10,0.9,13,56,360,78
oct,26,9.3,25,37,88,72
feb,16,3.5,62,60,333,73
mar,28,7.0,77,32,163,76
oct,11,7.1,26,28,345,84
nov,31,3.5,35,43,167,73
may,16,5.2,54,57,278,80
sep,24,9.6,41,63,357,78
oct,35,2.1,33,72,284,76
oct,10,3.6,17,40,390,86
may,7,8.5,54,60,356,85
apr,7,2.7,92,24,120,89
sep,27,9.3,50,36,113,75
may,35,0.9,24,50,85,80
oct,13,5.5,85,40,146,88
dec,6,9.2,29,47,84,75
nov,16,4.3,85,31,133,84
nov,15,1.6,15,50,138,84
sep,11,3.5,71,79,103,88
feb,25,3.7,45,65,190,74
mar,10,6.9,70,31,313,76
feb,37,3.0,87,44,373,86
may,36,3.4,59,20,99,74
jul,27,1.0,45,26,296,85
nov,5,9.3,82,63,216,71
nov,18,3.3,65,35,116,79
mar,35,7.7,84,23,215,81
jan,36,1.3,29,33,317,83
aug,36,5.6,22,51,317,87
jan,19,1.3,46,20,140,74
mar,7,5.3,71,53,280,90
aug,37,9.6,76,28,293,78
oct,22,4.4,67,66,82,90
jul,5,2.2,70,52,83,78
may,19,3.5,90,44,282,70
sep,32,5.8,93,26,386,74
may,34,7.8,52,26,116,80
jul,12,2.1,86,45,244,84
jan,29,7.8,32,74,157,90
jan,12,9.2,47,29,330,85
mar,37,5.3,10,65,165,86
feb,22,2.6,23,72,268,87
apr,28,6.5,31,39,367,87
mar,21,7.2,63,43,240,75
nov,23,6.5,61,34,110,78
nov,10,3.5,56,35,262,86
dec,25,3.2,87,44,122,81
jun,32,2.1,61,62,246,73
jul,10,4.5,26,60,311,81
apr,31,3.6,15,49,326,87
may,28,1.8,34,55,347,79
dec,21,9.0,37,31,292,90
jul,9,8.1,78,21,129,82
aug,23,2.2,88,28,214,86
may,33,3.9,65,56,211,82
nov,34,3.1,77,71,348,75
jul,9,2.1,59,69,241,81
mar,22,3.6,66,33,199,85
aug,5,2.9,34,68,84,84
nov,6,1.5,46,55,93,73
jan,28,5.6,66,59,317,78
feb,23,2.1,23,35,288,85
jan,19,1.8,45,59,209,84
nov,21,2.8,44,60,396,75
sep,25,7.7,43,23,287,88
mar,13,5.2,56,38,242,78
sep,32,5.5,16,62,172,88
mar,22,7.6,40,22,120,79
jul,10,9.0,42,67,347,72
may,37,6.2,80,24,269,79
dec,11,1.8,55,49,399,77
jun,28,6.8,76,80,238,76
jun,11,2.9,86,73,239,71
jul,34,3.0,92,21,229,86
may,21,4.4,21,76,271,79
oct,28,4.2,85,69,375,78
jun,6,2.3,80,53,359,84
oct,15,3.5,63,56,297,82
oct,19,1.7,75,41,124,84
nov,26,9.3,51,37,344,73
apr,19,7.3,31,37,98,76
jan,13,8.1,93,21,310,89
may,19,8.9,13,72,218,76
nov,24,2.9,11,68,343,76
aug,6,8.7,65,24,256,74
aug,19,0.9,74,58,92,77
jul,34,3.2,89,42,376,81
aug,29,4.5,63,46,112,83
dec,20,1.4,85,30,291,82
nov,7,5.5,13,56,238,72
sep,33,3.6,80,49,127,71
mar,17,8.2,88,47,155,78
nov,31,8.8,82,24,224,78
dec,12,9.9,91,31,272,89
aug,20,7.5,53,73,285,86
mar,28,9.4,83,60,130,84
feb,5,4.8,85,62,223,87
jul,31,3.0,35,66,290,84
aug,31,5.8,12,24,259,88
apr,16,4.9,47,22,296,77
dec,13,9.9,44,69,108,79
dec,18,2.5,89,48,235,76
aug,17,2.2,41,80,81,76
jul,20,8.5,91,73,265,78
mar,14,9.4,38,21,249,74
dec,26,4.1,86,55,390,84
aug,28,8.6,77,28,128,87
jul,31,6.2,40,69,290,89
sep,17,3.2,70,21,289,73
aug,36,8.2,15,30,135,76
may,36,8.3,30,42,188,79
mar,9,2.0,71,39,337,75
oct,33,9.4,16,71,336,90
oct,5,7.5,79,46,280,85
mar,12,3.9,47,66,196,87
apr,12,6.8,62,42,120,71
jan,32,4.2,36,44,166,77
feb,31,4.6,71,46,84,79
nov,35,6.5,80,52,227,83
jan,5,3.1,74,71,274,81
dec,24,7.0,20,55,192,76
sep,9,3.0,46,62,173,90
oct,25,3.7,24,40,190,75
apr,20,8.5,15,67,323,87
jan,19,1.8,79,51,270,77
mar,28,3.6,34,26,129,85
jun,8,3.4,28,20,295,80
dec,15,7.3,48,51,279,75
jul,9,5.4,62,69,206,81
oct,8,6.6,82,78,238,77
jan,37,3.4,57,43,319,78
feb,10,5.9,53,75,333,85
nov,11,7.9,14,60,115,77
nov,36,7.2,17,22,215,76
oct,15,3.5,93,73,101,88
apr,22,5.8,94,33,236,82
dec,7,5.0,93,20,93,71
apr,37,9.0,77,63,122,75
jan,37,4.0,68,22,341,82
mar,30,1.3,93,78,178,85
oct,32,5.2,17,29,215,87
mar,10,3.7,46,56,142,83
dec,16,5.4,94,78,352,70
jul,36,9.8,14,51,337,71
sep,20,9.6,90,37,170,89
jun,5,9.0,28,50,270,80
jan,37,2.9,85,42,272,83
nov,20,2.5,70,68,100,76
mar,18,0.9,12,35,122,81
jun,19,2.7,21,47,253,76
jun,9,7.1,19,42,178,77
jul,14,7.8,44,75,217,86
dec,15,6.5,93,39,288,84
sep,32,9.8,72,26,248,76
apr,32,6.3,16,69,166,85
oct,28,4.3,69,69,185,87
nov,16,2.9,34,69,97,75
jun,8,9.9,28,29,371,70
sep,31,7.9,38,24,195,77
dec,8,5.6,95,40,397,74
nov,36,9.5,91,31,180,71
sep,7,4.6,26,71,282,89
sep,30,8.7,66,76,124,87
jul,31,3.7,90,31,298,73
may,6,6.5,88,23,162,89
jun,9,1.4,70,61,170,84
jul,28,5.2,75,37,291,87
jul,18,6.0,31,48,104,90
nov,20,6.8,83,50,352,81
aug,27,3.0,54,30,331,70
oct,5,5.0,77,56,380,84
oct,15,8.5,39,71,181,82
jan,9,2.2,56,46,265,80
may,31,1.3,71,64,103,76
oct,17,7.7,65,22,103,70
feb,29,4.7,24,64,193,89
apr,19,6.8,38,52,349,70
may,7,5.5,37,21,158,84
nov,24,9.9,91,47,338,70
feb,8,9.8,51,56,350,88
jun,31,2.6,70,44,268,77
oct,11,8.0,51,41,361,74
aug,15,5.6,10,79,292,73
may,21,1.7,36,33,285,79
feb,37,0.8,72,65,384,87
feb,7,8.5,56,44,212,84
aug,29,8.0,88,30,200,71
jul,12,8.7,89,37,360,74
aug,10,9.0,27,55,252,82
aug,6,9.3,66,44,133,75
dec,19,9.4,78,29,311,88
jul,24,7.9,70,55,143,74
oct,26,9.5,73,42,141,74
nov,14,2.9,60,58,156,83
apr,30,9.6,46,32,89,74
aug,34,8.1,74,67,177,81
may,21,1.5,68,37,202,87
sep,15,8.4,87,32,194,81
apr,6,2.7,48,65,359,88
may,37,6.2,59,40,145,73
oct,12,3.6,37,56,157,72
may,30,7.3,41,25,104,74
nov,30,4.1,23,49,296,72
sep,30,1.4,17,54,278,70
may,20,2.0,12,38,311,82
dec,19,8.4,88,72,335,82
jul,12,1.3,74,20,159,90
nov,24,8.2,36,22,100,75
may,9,2.1,40,50,113,82
may,21,1.4,69,50,224,88
dec,24,7.4,19,23,305,86
jan,6,7.9,65,74,231,89
jun,33,3.1,80,62,123,85
oct,29,9.6,70,72,84,90
apr,22,1.8,29,21,326,74
dec,27,8.0,92,28,115,80
may,23,1.6,82,60,185,75
may,15,5.2,72,56,388,84
nov,31,4.5,39,74,375,90
mar,24,3.9,50,24,207,70
nov,7,6.0,13,80,348,85
jul,30,1.9,41,35,395,82
oct,27,2.4,72,62,307,76
apr,36,6.4,87,47,350,71
sep,25,6.3,68,68,286,72
apr,28,4.8,85,56,231,79
feb,30,7.2,92,78,211,71
sep,24,4.7,28,43,173,88
jun,26,2.7,27,63,98,88
feb,14,2.5,79,25,276,71
jul,5,6.6,68,39,274,83
jun,6,1.0,51,62,359,88
nov,31,8.0,63,80,245,87
oct,24,1.7,94,61,279,84
aug,35,4.7,46,49,206,75
jun,21,1.7,47,23,335,87
mar,15,4.4,53,52,153,77
jun,16,7.3,64,35,148,78
aug,27,1.6,61,29,370,80
aug,7,6.9,27,54,345,89
jul,10,8.2,34,23,331,86
dec,27,7.8,15,66,234,81
mar,5,7.4,67,66,388,90
dec,33,4.6,74,53,391,85
jul,36,6.1,78,26,289,74
oct,31,7.9,32,24,146,77
aug,19,2.0,57,70,101,81
jul,24,2.3,62,43,370,83
aug,5,1.8,25,51,233,86
nov,20,2.7,30,70,185,84
jun,30,4.1,35,58,108,70
mar,37,2.7,72,66,281,83
aug,18,4.2,11,28,179,79
feb,33,5.9,52,77,310,71
nov,16,8.5,54,37,117,90
jun,6,6.6,61,33,154,90
apr,18,8.1,50,40,358,81
dec,33,3.4,22,31,191,80
may,30,5.8,39,44,166,86
mar,15,2.6,34,73,374,77
dec,20,6.9,41,33,190,80
aug,33,8.4,81,32,244,80
dec,5,2.8,55,53,297,75
jul,34,1.1,40,30,163,86
nov,27,5.0,30,43,340,84
feb,15,5.9,23,31,190,83
dec,16,3.6,35,48,159,74
sep,24,8.4,94,78,271,71
sep,17,9.9,53,34,142,74
may,13,3.7,48,51,239,83
jul,13,2.6,71,46,130,78
aug,18,0.9,83,28,153,87
apr,13,2.0,88,66,352,84
dec,10,6.0,15,62,136,79
apr,32,1.6,77,44,364,71
may,11,8.9,70,70,352,80
nov,8,9.6,33,39,224,83
jul,20,5.0,28,25,252,89
mar,13,7.4,35,27,111,70
aug,17,9.3,90,53,239,80
aug,7,1.6,32,49,254,86
sep,7,3.5,47,64,247,87
apr,24,7.0,90,52,308,80
mar,6,7.6,57,23,293,75
may,23,2.8,37,67,97,74
jun,20,6.6,41,65,339,86
apr,15,4.6,50,60,94,78
dec,25,8.5,17,51,343,80
jan,23,4.1,61,21,319,87
dec,17,6.4,47,26,99,70
nov,35,9.9,68,71,170,90
may,15,9.4,40,33,232,87
sep,10,9.6,86,70,140,80
jan,36,2.0,61,33,148,75
dec,15,4.0,24,45,145,75
jan,35,7.1,51,68,128,83
feb,11,4.4,25,79,278,85
dec,10,2.6,32,32,388,89
jul,8,6.1,90,55,105,79
jun,11,9.3,63,66,104,88
sep,18,5.7,63,41,181,71
jan,34,8.8,84,68,397,82
apr,10,1.9,40,48,329,80
sep,21,2.1,34,62,116,79
oct,16,6.3,18,29,236,83
sep,37,4.2,79,40,141,87
may,32,1.6,26,27,85,81
sep,10,8.5,35,71,166,80
feb,26,6.1,17,26,315,74
nov,16,8.2,75,79,257,82
jul,28,5.8,73,40,379,78
may,7,9.5,51,28,367,70
may,20,6.3,91,23,185,85
dec,5,2.2,76,46,171,85
jan,17,2.8,24,34,139,89
apr,24,9.6,15,21,157,86
sep,18,9.5,30,50,135,72
aug,6,6.6,84,43,270,85
jan,6,4.0,32,74,186,72
sep,14,6.4,77,21,243,77
jun,35,5.3,49,25,229,73
sep,5,4.6,74,47,378,83
dec,31,1.6,42,36,189,74
oct,31,8.8,45,46,84,81
oct,18,8.4,84,27,102,72
sep,28,2.8,30,52,201,71
oct,14,7.9,29,71,392,78
sep,16,4.7,73,33,165,86
jul,23,0.9,82,80,166,76
mar,7,7.0,47,28,391,78
aug,34,4.2,15,70,233,85
jul,28,2.1,15,52,249,70
mar,25,4.8,52,69,374,76
aug,19,1.9,15,46,146,73
jun,37,3.5,32,63,266,82
dec,28,3.5,26,52,349,71
dec,22,1.0,16,71,329,82
feb,29,1.9,50,56,125,90
sep,14,5.3,82,49,315,87
jun,13,0.8,23,50,205,83
feb,25,5.2,77,53,351,78
dec,25,3.8,27,57,207,88
jan,6,8.5,75,80,134,87
aug,16,5.5,80,35,108,83
jul,15,6.0,42,49,390,85
mar,35,0.9,12,55,149,77
jun,22,9.5,67,74,398,80
jun,33,8.1,87,39,342,73
feb,11,8.2,39,41,247,84
may,21,4.7,40,30,276,84
dec,37,9.3,55,49,190,89
dec,37,1.9,45,29,263,86
dec,25,0.8,77,28,141,88
dec,28,8.8,17,60,384,76
apr,11,6.6,93,79,398,84
jun,31,6.9,65,48,368,70
may,16,8.7,73,36,344,81
dec,32,2.2,41,35,164,89
oct,9,4.0,29,61,258,78
jan,34,3.8,68,66,287,76
jul,31,2.5,82,26,111,90
may,28,5.9,66,40,348,80
dec,23,2.8,16,78,299,83
apr,15,3.2,91,37,84,77
nov,7,6.4,75,40,104,83
jun,26,5.3,38,37,181,72
may,15,3.2,81,34,191,82
jul,34,4.3,79,65,283,90
may,26,3.7,35,44,177,82
sep,25,6.0,71,32,388,71
